"rules";"support";"confidence";"lift";"count"
"{Nature: PP,REGION CO 03,SECTEUR SOLOGNE VAL D ALLIER} => {Area: 1- RURAL AGE}";0,0151838974129956;0,91362763915547;3,22174497861472;476
"{Area: 1- RURAL AGE,Nature: PP,SECTEUR SOLOGNE VAL D ALLIER} => {REGION CO 03}";0,0151838974129956;1;14,433241252302;476
"{REGION CO 03,SECTEUR SOLOGNE VAL D ALLIER,Sex: M} => {Nature: PP}";0,0104947526236882;1;1,14266447967924;329
"{Nature: PP,REGION CO 03,SECTEUR SOLOGNE VAL D ALLIER} => {Sex: M}";0,0104947526236882;0,63147792706334;1,15605007799046;329
"{Nature: PP,SECTEUR SOLOGNE VAL D ALLIER,Sex: M} => {REGION CO 03}";0,0104947526236882;1;14,433241252302;329
"{REGION CO 42 43,SECTEUR SAINT ETIENNE,Sex: M} => {Nature: PP}";0,0108775399534275;1;1,14266447967924;341
"{Nature: PP,REGION CO 42 43,SECTEUR SAINT ETIENNE} => {Sex: M}";0,0108775399534275;0,622262773722628;1,13917984661473;341
"{Nature: PP,SECTEUR SAINT ETIENNE,Sex: M} => {REGION CO 42 43}";0,0108775399534275;1;7,32624444963777;341
"{REGION CO 69,SECTEUR COTEAUX DU LYONNAIS,Sex: M} => {Nature: PP}";0,0106861462885578;1;1,14266447967924;335
"{Nature: PP,REGION CO 69,SECTEUR COTEAUX DU LYONNAIS} => {Sex: M}";0,0106861462885578;0,612431444241316;1,12118157822477;335
"{Nature: PP,SECTEUR COTEAUX DU LYONNAIS,Sex: M} => {REGION CO 69}";0,0106861462885578;1;6,69707327494125;335
"{Area: 1- RURAL AGE,REGION CO 71,SECTEUR CHAROLLAIS BRIONNAIS} => {Sex: M}";0,0108775399534275;0,574074074074074;1,05096053189373;341
"{REGION CO 71,SECTEUR CHAROLLAIS BRIONNAIS,Sex: M} => {Area: 1- RURAL AGE}";0,0108775399534275;0,921621621621622;3,24993433253276;341
"{Area: 1- RURAL AGE,SECTEUR CHAROLLAIS BRIONNAIS,Sex: M} => {REGION CO 71}";0,0108775399534275;1;8,57467177242888;341
"{Area: 1- RURAL AGE,REGION CO 71,SECTEUR CHAROLLAIS BRIONNAIS} => {Nature: PP}";0,0158218762958946;0,835016835016835;0,954144077307919;496
"{Nature: PP,REGION CO 71,SECTEUR CHAROLLAIS BRIONNAIS} => {Area: 1- RURAL AGE}";0,0158218762958946;0,913443830570902;3,22109681041251;496
"{Area: 1- RURAL AGE,Nature: PP,SECTEUR CHAROLLAIS BRIONNAIS} => {REGION CO 71}";0,0158218762958946;1;8,57467177242888;496
"{REGION CO 71,SECTEUR CHAROLLAIS BRIONNAIS,Sex: M} => {Nature: PP}";0,0118026093336311;1;1,14266447967924;370
"{Nature: PP,REGION CO 71,SECTEUR CHAROLLAIS BRIONNAIS} => {Sex: M}";0,0118026093336311;0,681399631675875;1,24744201433117;370
"{Nature: PP,SECTEUR CHAROLLAIS BRIONNAIS,Sex: M} => {REGION CO 71}";0,0118026093336311;1;8,57467177242888;370
"{Area: 1- RURAL AGE,SECTEUR CHAROLLAIS BRIONNAIS,Sex: M} => {Nature: PP}";0,0108775399534275;1;1,14266447967924;341
"{Area: 1- RURAL AGE,Nature: PP,SECTEUR CHAROLLAIS BRIONNAIS} => {Sex: M}";0,0108775399534275;0,6875;1,25860999182434;341
"{Nature: PP,SECTEUR CHAROLLAIS BRIONNAIS,Sex: M} => {Area: 1- RURAL AGE}";0,0108775399534275;0,921621621621622;3,24993433253276;341
"{REGION CO 71,SECTEUR MACONNAIS,Sex: M} => {Nature: PP}";0,011196529394877;1;1,14266447967924;351
"{Nature: PP,REGION CO 71,SECTEUR MACONNAIS} => {Sex: M}";0,011196529394877;0,608318890814558;1,1136527042832;351
"{Nature: PP,SECTEUR MACONNAIS,Sex: M} => {REGION CO 71}";0,011196529394877;1;8,57467177242888;351
"{Complaint Sub_Type: ACP,Complaint Type: RECLAMATION SINISTRE,Sex: M} => {Nature: PP}";0,0111327315065871;1;1,14266447967924;349
"{Complaint Sub_Type: ACP,Complaint Type: RECLAMATION SINISTRE,Nature: PP} => {Sex: M}";0,0111327315065871;0,705050505050505;1,29073979694162;349
"{Complaint Sub_Type: ACP,Nature: PP,Sex: M} => {Complaint Type: RECLAMATION SINISTRE}";0,0111327315065871;0,853300733496333;2,31863783430498;349
"{Age: 20 - 44 ANS,REGION CO 69,SECTEUR EST LYONNAIS} => {Nature: PP}";0,0102395610705286;1;1,14266447967924;321
"{Age: 20 - 44 ANS,Nature: PP,SECTEUR EST LYONNAIS} => {REGION CO 69}";0,0102395610705286;1;6,69707327494125;321
"{REGION CO 69,SECTEUR EST LYONNAIS,Sex: F} => {Nature: PP}";0,0103352579029634;1;1,14266447967924;324
"{Nature: PP,SECTEUR EST LYONNAIS,Sex: F} => {REGION CO 69}";0,0103352579029634;1;6,69707327494125;324
"{Complaint Sub_Type: INCOMPREHENSION CLIENT,REGION CO 69,SECTEUR EST LYONNAIS} => {Nature: PP}";0,0103671568471084;0,871313672922252;0,995619184707114;325
"{Complaint Sub_Type: INCOMPREHENSION CLIENT,Nature: PP,SECTEUR EST LYONNAIS} => {REGION CO 69}";0,0103671568471084;1;6,69707327494125;325
"{Activity: PARTICULIER,REGION CO 69,SECTEUR EST LYONNAIS} => {Nature: PP}";0,0158218762958946;0,997987927565392;1,14036535597767;496
"{Nature: PP,REGION CO 69,SECTEUR EST LYONNAIS} => {Activity: PARTICULIER}";0,0158218762958946;0,672086720867209;1,54568605476239;496
"{Activity: PARTICULIER,Nature: PP,SECTEUR EST LYONNAIS} => {REGION CO 69}";0,0158218762958946;1;6,69707327494125;496
"{REGION CO 69,SECTEUR EST LYONNAIS,Sex: M} => {Nature: PP}";0,0132380618201538;1;1,14266447967924;415
"{Nature: PP,REGION CO 69,SECTEUR EST LYONNAIS} => {Sex: M}";0,0132380618201538;0,562330623306233;1,0294617326575;415
"{Nature: PP,SECTEUR EST LYONNAIS,Sex: M} => {REGION CO 69}";0,0132380618201538;1;6,69707327494125;415
"{Complaint Type: RECLAMATION SINISTRE,Sex: M,Survey Response: Low} => {Nature: PP}";0,0100162684615139;0,996825396825397;1,13903697339455;314
"{Complaint Type: RECLAMATION SINISTRE,Nature: PP,Survey Response: Low} => {Sex: M}";0,0100162684615139;0,725173210161663;1,32757854270953;314
"{Nature: PP,Sex: M,Survey Response: Low} => {Complaint Type: RECLAMATION SINISTRE}";0,0100162684615139;0,554770318021201;1,50745381811967;314
"{Activity: PARTICULIER,Complaint Sub_Type: CONTESTATION DOC,Complaint Type: RECLAMATION GESTION CONTRAT} => {Nature: PP}";0,0109732367858624;0,99135446685879;1,13278553605089;344
"{Complaint Sub_Type: CONTESTATION DOC,Complaint Type: RECLAMATION GESTION CONTRAT,Nature: PP} => {Activity: PARTICULIER}";0,0109732367858624;0,530046224961479;1,21901688110318;344
"{Activity: PARTICULIER,Complaint Sub_Type: CONTESTATION DOC,Nature: PP} => {Complaint Type: RECLAMATION GESTION CONTRAT}";0,0109732367858624;0,73661670235546;2,31315205871395;344
"{Complaint Sub_Type: CONTESTATION DOC,Complaint Type: RECLAMATION GESTION CONTRAT,Sex: M} => {Nature: PP}";0,0123767903282401;1;1,14266447967924;388
"{Complaint Sub_Type: CONTESTATION DOC,Complaint Type: RECLAMATION GESTION CONTRAT,Nature: PP} => {Sex: M}";0,0123767903282401;0,597842835130971;1,09447413212572;388
"{Complaint Sub_Type: CONTESTATION DOC,Nature: PP,Sex: M} => {Complaint Type: RECLAMATION GESTION CONTRAT}";0,0123767903282401;0,727954971857411;2,28595215994771;388
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,Complaint Type: RECLAMATION CONTRAT} => {Nature: PP}";0,0103671568471084;1;1,14266447967924;325
"{Age: 65 ANS ET PLUS,Complaint Type: RECLAMATION CONTRAT,Nature: PP} => {Activity: RETRAITE}";0,0103671568471084;0,973053892215569;3,20120332323076;325
"{Activity: RETRAITE,Complaint Type: RECLAMATION CONTRAT,Nature: PP} => {Age: 65 ANS ET PLUS}";0,0103671568471084;0,848563968668407;3,26761231467705;325
"{Age: 45 - 64 ANS,Complaint Sub_Type: REFUS PRISE EN CHARGE,Complaint Type: RECLAMATION SINISTRE} => {Nature: PP}";0,0108775399534275;1;1,14266447967924;341
"{Age: 45 - 64 ANS,Complaint Sub_Type: REFUS PRISE EN CHARGE,Nature: PP} => {Complaint Type: RECLAMATION SINISTRE}";0,0108775399534275;1;2,71725751928578;341
"{Complaint Sub_Type: REFUS PRISE EN CHARGE,Complaint Type: RECLAMATION SINISTRE,Sex: M} => {Nature: PP}";0,018054802386041;1;1,14266447967924;566
"{Complaint Sub_Type: REFUS PRISE EN CHARGE,Complaint Type: RECLAMATION SINISTRE,Nature: PP} => {Sex: M}";0,018054802386041;0,726572528883184;1,33014028310902;566
"{Complaint Sub_Type: REFUS PRISE EN CHARGE,Nature: PP,Sex: M} => {Complaint Type: RECLAMATION SINISTRE}";0,018054802386041;1;2,71725751928578;566
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,Survey Response: High} => {Nature: PP}";0,0102395610705286;1;1,14266447967924;321
"{Age: 65 ANS ET PLUS,Nature: PP,Survey Response: High} => {Activity: RETRAITE}";0,0102395610705286;0,961077844311377;3,16180389771407;321
"{Activity: RETRAITE,Nature: PP,Survey Response: High} => {Age: 65 ANS ET PLUS}";0,0102395610705286;0,816793893129771;3,14527352361199;321
"{Complaint Type: RECLAMATION SINISTRE,Sex: M,Survey Response: High} => {Nature: PP}";0,0101757631822387;1;1,14266447967924;319
"{Complaint Type: RECLAMATION SINISTRE,Nature: PP,Survey Response: High} => {Sex: M}";0,0101757631822387;0,726651480637813;1,33028482051593;319
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,REGION CO 58} => {Nature: PP}";0,0116431146129063;1;1,14266447967924;365
"{Age: 65 ANS ET PLUS,Nature: PP,REGION CO 58} => {Activity: RETRAITE}";0,0116431146129063;0,986486486486487;3,24539457076974;365
"{Activity: RETRAITE,Nature: PP,REGION CO 58} => {Age: 65 ANS ET PLUS}";0,0116431146129063;0,827664399092971;3,18713318353587;365
"{Activity: RETRAITE,Area: 1- RURAL AGE,REGION CO 58} => {Nature: PP}";0,0108775399534275;0,997076023391813;1,13932335546965;341
"{Activity: RETRAITE,Nature: PP,REGION CO 58} => {Area: 1- RURAL AGE}";0,0108775399534275;0,773242630385488;2,72670227446059;341
"{Area: 1- RURAL AGE,REGION CO 58,Sex: M} => {Nature: PP}";0,0161089667931991;1;1,14266447967924;505
"{Area: 1- RURAL AGE,Nature: PP,REGION CO 58} => {Sex: M}";0,0161089667931991;0,672436750998668;1,23103361989356;505
"{Nature: PP,REGION CO 58,Sex: M} => {Area: 1- RURAL AGE}";0,0161089667931991;0,801587301587302;2,8266547038763;505
"{Age: 65 ANS ET PLUS,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION} => {Activity: RETRAITE}";0,0102076621263836;0,98159509202454;3,22930260676643;320
"{Activity: RETRAITE,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION} => {Age: 65 ANS ET PLUS}";0,0102076621263836;0,869565217391304;3,34848298734799;320
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,Complaint Sub_Type: CONTESTATION TARIF FRAIS} => {Complaint Type: RECLAMATION COTISATION}";0,0102076621263836;0,891364902506964;7,19263792244294;320
"{Age: 65 ANS ET PLUS,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION} => {Nature: PP}";0,0103990557912533;1;1,14266447967924;326
"{Age: 65 ANS ET PLUS,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP} => {Complaint Type: RECLAMATION COTISATION}";0,0103990557912533;0,890710382513661;7,18735644309415;326
"{Activity: RETRAITE,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION} => {Nature: PP}";0,0117069125011962;0,997282608695652;1,13955941315837;367
"{Activity: RETRAITE,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP} => {Complaint Type: RECLAMATION COTISATION}";0,0117069125011962;0,88433734939759;7,13593090508753;367
"{Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION,Sex: F} => {Nature: PP}";0,0117388114453412;1;1,14266447967924;368
"{Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP,Sex: F} => {Complaint Type: RECLAMATION COTISATION}";0,0117388114453412;0,821428571428571;6,62830483544769;368
"{Age: 45 - 64 ANS,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION} => {Nature: PP}";0,0107180452327028;1;1,14266447967924;336
"{Age: 45 - 64 ANS,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP} => {Complaint Type: RECLAMATION COTISATION}";0,0107180452327028;0,801909307875895;6,47079920015481;336
"{Area: 2- RURAL DYNAMIQUE,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION} => {Nature: PP}";0,0107818431209927;0,913513513513514;1,04383944359887;338
"{Area: 2- RURAL DYNAMIQUE,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP} => {Complaint Type: RECLAMATION COTISATION}";0,0107818431209927;0,834567901234568;6,73432924988481;338
"{Activity: PARTICULIER,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION} => {Nature: PP}";0,0141631312003573;0,984478935698448;1,12492911081504;444
"{Activity: PARTICULIER,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP} => {Complaint Type: RECLAMATION COTISATION}";0,0141631312003573;0,788632326820604;6,36366404465872;444
"{Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION,Sex: M} => {Nature: PP}";0,0170021372292577;0,99812734082397;1,14052465855625;533
"{Complaint Sub_Type: CONTESTATION TARIF FRAIS,Complaint Type: RECLAMATION COTISATION,Nature: PP} => {Sex: M}";0,0170021372292577;0,591564927857936;1,0829811331125;533
"{Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP,Sex: M} => {Complaint Type: RECLAMATION COTISATION}";0,0170021372292577;0,828926905132193;6,68881069472049;533
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,Complaint Sub_Type: CONTESTATION TARIF FRAIS} => {Nature: PP}";0,0114517209480366;1;1,14266447967924;359
"{Age: 65 ANS ET PLUS,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP} => {Activity: RETRAITE}";0,0114517209480366;0,980874316939891;3,22693136339056;359
"{Activity: RETRAITE,Complaint Sub_Type: CONTESTATION TARIF FRAIS,Nature: PP} => {Age: 65 ANS ET PLUS}";0,0114517209480366;0,865060240963855;3,33113542488342;359
"{Area: 5- HYPER CENTRE,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0142588280327921;0,988938053097345;1,13002438587748;447
"{Area: 5- HYPER CENTRE,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0142588280327921;1;6,69707327494125;447
"{Area: 5- HYPER CENTRE,Nature: PP,REGION CO 69} => {SECTEUR LYON}";0,0142588280327921;0,60651289009498;14,9477771946443;447
"{Area: 3- PERIURBAIN,REGION CO 69,SECTEUR LYON} => {Activity: PARTICULIER}";0,0113560241156018;0,655616942909761;1,50780834445588;356
"{Activity: PARTICULIER,Area: 3- PERIURBAIN,SECTEUR LYON} => {REGION CO 69}";0,0113560241156018;1;6,69707327494125;356
"{Activity: PARTICULIER,Area: 3- PERIURBAIN,REGION CO 69} => {SECTEUR LYON}";0,0113560241156018;0,660482374768089;16,2778789045635;356
"{Area: 3- PERIURBAIN,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0171935308941274;0,992633517495396;1,13424706178105;539
"{Area: 3- PERIURBAIN,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0171935308941274;1;6,69707327494125;539
"{Area: 3- PERIURBAIN,Nature: PP,REGION CO 69} => {SECTEUR LYON}";0,0171935308941274;0,640903686087991;15,795353502494;539
"{Activity: PARTICULIER,Area: 3- PERIURBAIN,SECTEUR LYON} => {Nature: PP}";0,0113241251714568;0,997191011235955;1,13945474799475;355
"{Area: 3- PERIURBAIN,Nature: PP,SECTEUR LYON} => {Activity: PARTICULIER}";0,0113241251714568;0,658627087198516;1,51473116840923;355
"{Age: 20 - 44 ANS,REGION CO 69,SECTEUR LYON} => {Activity: PARTICULIER}";0,0140993333120674;0,965065502183406;2,21948781659068;442
"{Activity: PARTICULIER,REGION CO 69,SECTEUR LYON} => {Age: 20 - 44 ANS}";0,0140993333120674;0,512761020881671;1,98549224847079;442
"{Activity: PARTICULIER,Age: 20 - 44 ANS,SECTEUR LYON} => {REGION CO 69}";0,0140993333120674;1;6,69707327494125;442
"{Age: 20 - 44 ANS,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0146097164183866;1;1,14266447967924;458
"{Age: 20 - 44 ANS,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0146097164183866;1;6,69707327494125;458
"{Age: 65 ANS ET PLUS,REGION CO 69,SECTEUR LYON} => {Activity: RETRAITE}";0,0105585505119781;0,970674486803519;3,1933754315042;331
"{Activity: RETRAITE,REGION CO 69,SECTEUR LYON} => {Age: 65 ANS ET PLUS}";0,0105585505119781;0,882666666666667;3,39893346435737;331
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,SECTEUR LYON} => {REGION CO 69}";0,0105585505119781;1;6,69707327494125;331
"{Age: 65 ANS ET PLUS,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0108775399534275;1;1,14266447967924;341
"{Age: 65 ANS ET PLUS,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0108775399534275;1;6,69707327494125;341
"{Activity: RETRAITE,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0119302051102109;0,997333333333333;1,1396173744001;374
"{Activity: RETRAITE,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0119302051102109;1;6,69707327494125;374
"{Complaint Type: RECLAMATION GESTION CONTRAT,REGION CO 69,SECTEUR LYON} => {Activity: PARTICULIER}";0,0103671568471084;0,67287784679089;1,54750551089778;325
"{Activity: PARTICULIER,Complaint Type: RECLAMATION GESTION CONTRAT,SECTEUR LYON} => {REGION CO 69}";0,0103671568471084;1;6,69707327494125;325
"{Complaint Type: RECLAMATION GESTION CONTRAT,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0151838974129956;0,985507246376812;1,12610412490128;476
"{Complaint Type: RECLAMATION GESTION CONTRAT,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0151838974129956;1;6,69707327494125;476
"{REGION CO 69,SECTEUR LYON,Sex: F} => {Activity: PARTICULIER}";0,0135570512616032;0,695581014729951;1,59971896638319;425
"{Activity: PARTICULIER,SECTEUR LYON,Sex: F} => {REGION CO 69}";0,0135570512616032;1;6,69707327494125;425
"{REGION CO 69,SECTEUR LYON,Sex: F} => {Nature: PP}";0,0194902548725637;1;1,14266447967924;611
"{Nature: PP,SECTEUR LYON,Sex: F} => {REGION CO 69}";0,0194902548725637;1;6,69707327494125;611
"{Age: 45 - 64 ANS,REGION CO 69,SECTEUR LYON} => {Activity: PARTICULIER}";0,0127276787138346;0,902714932126697;2,07609202606117;399
"{Activity: PARTICULIER,Age: 45 - 64 ANS,SECTEUR LYON} => {REGION CO 69}";0,0127276787138346;1;6,69707327494125;399
"{Age: 45 - 64 ANS,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0140993333120674;1;1,14266447967924;442
"{Age: 45 - 64 ANS,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0140993333120674;1;6,69707327494125;442
"{Complaint Sub_Type: INCOMPREHENSION CLIENT,REGION CO 69,SECTEUR LYON} => {Activity: PARTICULIER}";0,0114517209480366;0,666048237476809;1,5317985618561;359
"{Activity: PARTICULIER,Complaint Sub_Type: INCOMPREHENSION CLIENT,SECTEUR LYON} => {REGION CO 69}";0,0114517209480366;1;6,69707327494125;359
"{Complaint Sub_Type: INCOMPREHENSION CLIENT,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0169383393409678;0,985157699443414;1,12570471003651;531
"{Complaint Sub_Type: INCOMPREHENSION CLIENT,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0169383393409678;1;6,69707327494125;531
"{Complaint Type: RECLAMATION SINISTRE,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0107499441768477;0,991176470588235;1,13258214603501;337
"{Complaint Type: RECLAMATION SINISTRE,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0107499441768477;1;6,69707327494125;337
"{Activity: PARTICULIER,REGION CO 69,SECTEUR LYON} => {Sex: M}";0,0138122428147628;0,502320185614849;0,919600297759864;433
"{REGION CO 69,SECTEUR LYON,Sex: M} => {Activity: PARTICULIER}";0,0138122428147628;0,66820987654321;1,5367699669689;433
"{Activity: PARTICULIER,SECTEUR LYON,Sex: M} => {REGION CO 69}";0,0138122428147628;1;6,69707327494125;433
"{Activity: PARTICULIER,REGION CO 69,SECTEUR LYON} => {Nature: PP}";0,0273373951322211;0,994199535962877;1,13603649545836;857
"{Nature: PP,REGION CO 69,SECTEUR LYON} => {Activity: PARTICULIER}";0,0273373951322211;0,681240063593005;1,56673719856042;857
"{Activity: PARTICULIER,Nature: PP,SECTEUR LYON} => {REGION CO 69}";0,0273373951322211;1;6,69707327494125;857
"{REGION CO 69,SECTEUR LYON,Sex: M} => {Nature: PP}";0,0206705158059268;1;1,14266447967924;648
"{Nature: PP,REGION CO 69,SECTEUR LYON} => {Sex: M}";0,0206705158059268;0,51510333863275;0,943002485564009;648
"{Nature: PP,SECTEUR LYON,Sex: M} => {REGION CO 69}";0,0206705158059268;1;6,69707327494125;648
"{Activity: PARTICULIER,Age: 20 - 44 ANS,SECTEUR LYON} => {Nature: PP}";0,0140993333120674;1;1,14266447967924;442
"{Age: 20 - 44 ANS,Nature: PP,SECTEUR LYON} => {Activity: PARTICULIER}";0,0140993333120674;0,965065502183406;2,21948781659068;442
"{Activity: PARTICULIER,Nature: PP,SECTEUR LYON} => {Age: 20 - 44 ANS}";0,0140993333120674;0,515752625437573;1,99707621724833;442
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,SECTEUR LYON} => {Nature: PP}";0,0105585505119781;1;1,14266447967924;331
"{Age: 65 ANS ET PLUS,Nature: PP,SECTEUR LYON} => {Activity: RETRAITE}";0,0105585505119781;0,970674486803519;3,1933754315042;331
"{Activity: RETRAITE,Nature: PP,SECTEUR LYON} => {Age: 65 ANS ET PLUS}";0,0105585505119781;0,885026737967914;3,4080215217487;331
"{Activity: PARTICULIER,Complaint Type: RECLAMATION GESTION CONTRAT,SECTEUR LYON} => {Nature: PP}";0,0103352579029634;0,996923076923077;1,13914858897254;324
"{Complaint Type: RECLAMATION GESTION CONTRAT,Nature: PP,SECTEUR LYON} => {Activity: PARTICULIER}";0,0103352579029634;0,680672268907563;1,56543136658963;324
"{Activity: PARTICULIER,SECTEUR LYON,Sex: F} => {Nature: PP}";0,0135570512616032;1;1,14266447967924;425
"{Nature: PP,SECTEUR LYON,Sex: F} => {Activity: PARTICULIER}";0,0135570512616032;0,695581014729951;1,59971896638319;425
"{Activity: PARTICULIER,Age: 45 - 64 ANS,SECTEUR LYON} => {Nature: PP}";0,0127276787138346;1;1,14266447967924;399
"{Age: 45 - 64 ANS,Nature: PP,SECTEUR LYON} => {Activity: PARTICULIER}";0,0127276787138346;0,902714932126697;2,07609202606117;399
"{Activity: PARTICULIER,Complaint Sub_Type: INCOMPREHENSION CLIENT,SECTEUR LYON} => {Nature: PP}";0,0113560241156018;0,991643454038997;1,1331157514368;356
"{Complaint Sub_Type: INCOMPREHENSION CLIENT,Nature: PP,SECTEUR LYON} => {Activity: PARTICULIER}";0,0113560241156018;0,670433145009416;1,54188310930234;356
"{Activity: PARTICULIER,SECTEUR LYON,Sex: M} => {Nature: PP}";0,0138122428147628;1;1,14266447967924;433
"{Activity: PARTICULIER,Nature: PP,SECTEUR LYON} => {Sex: M}";0,0138122428147628;0,505250875145858;0,924965527035009;433
"{Nature: PP,SECTEUR LYON,Sex: M} => {Activity: PARTICULIER}";0,0138122428147628;0,66820987654321;1,5367699669689;433
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,REGION CO 18} => {Nature: PP}";0,0127595776579795;1;1,14266447967924;400
"{Age: 65 ANS ET PLUS,Nature: PP,REGION CO 18} => {Activity: RETRAITE}";0,0127595776579795;0,968523002421308;3,18629736624048;400
"{Activity: RETRAITE,Nature: PP,REGION CO 18} => {Age: 65 ANS ET PLUS}";0,0127595776579795;0,819672131147541;3,15635691430343;400
"{Activity: RETRAITE,Area: 1- RURAL AGE,REGION CO 18} => {Nature: PP}";0,010590449456123;0,996996996996997;1,13923305481534;332
"{Activity: RETRAITE,Nature: PP,REGION CO 18} => {Area: 1- RURAL AGE}";0,010590449456123;0,680327868852459;2,39905493370706;332
"{Area: 1- RURAL AGE,REGION CO 18,Sex: M} => {Nature: PP}";0,0162684615139239;1;1,14266447967924;510
"{Area: 1- RURAL AGE,Nature: PP,REGION CO 18} => {Sex: M}";0,0162684615139239;0,644753476611884;1,1803536988032;510
"{Nature: PP,REGION CO 18,Sex: M} => {Area: 1- RURAL AGE}";0,0162684615139239;0,674603174603175;2,37886782009392;510
"{Activity: RETRAITE,REGION CO 18,Sex: M} => {Nature: PP}";0,0100481674056589;1;1,14266447967924;315
"{Activity: RETRAITE,Nature: PP,REGION CO 18} => {Sex: M}";0,0100481674056589;0,645491803278688;1,18170535745057;315
"{Age: 20 - 44 ANS,Area: 6- HORS TERRITOIRE,Sex: F} => {Nature: PP}";0,0100162684615139;1;1,14266447967924;314
"{Age: 20 - 44 ANS,Area: 6- HORS TERRITOIRE,Nature: PP} => {Sex: F}";0,0100162684615139;0,510569105691057;1,55125323650988;314
"{Activity: PARTICULIER,Age: 20 - 44 ANS,Area: 6- HORS TERRITOIRE} => {Nature: PP}";0,018660882324795;1;1,14266447967924;585
"{Age: 20 - 44 ANS,Area: 6- HORS TERRITOIRE,Nature: PP} => {Activity: PARTICULIER}";0,018660882324795;0,951219512195122;2,18764437589354;585
"{Activity: PARTICULIER,Area: 6- HORS TERRITOIRE,Nature: PP} => {Age: 20 - 44 ANS}";0,018660882324795;0,583250249252243;2,25843775491707;585
"{Activity: RETRAITE,Age: 65 ANS ET PLUS,Area: 6- HORS TERRITOIRE} => {Nature: PP}";0,0122491945516603;1;1,14266447967924;384
"{Age: 65 ANS ET PLUS,Area: 6- HORS TERRITOIRE,Nature: PP} => {Activity: RETRAITE}";0,0122491945516603;0,943488943488944;3,1039390166266;384
"{Activity: RETRAITE,Area: 6- HORS TERRITOIRE,Nature: PP} => {Age: 65 ANS ET PLUS}";0,0122491945516603;0,798336798336798;3,07419976551533;384
"{Activity: PARTICULIER,Area: 6- HORS TERRITOIRE,Complaint Type: RECLAMATION GESTION CONTRAT} => {Nature: PP}";0,0125681839931098;0,985;1,12552451248405;394
"{Area: 6- HORS TERRITOIRE,Complaint Type: RECLAMATION GESTION CONTRAT,Nature: PP} => {Activity: PARTICULIER}";0,0125681839931098;0,655574043261231;1,50770968250285;394
"{Area: 6- HORS TERRITOIRE,Complaint Type: RECLAMATION GESTION CONTRAT,Sex: M} => {Nature: PP}";0,0107180452327028;1;1,14266447967924;336
"{Area: 6- HORS TERRITOIRE,Complaint Type: RECLAMATION GESTION CONTRAT,Nature: PP} => {Sex: M}";0,0107180452327028;0,559068219633943;1,02348923249851;336
